Ticker,Name,Tot Assets LF,Debt/Assets LF,ROA LF,Curr Ratio LF,EBIT T12M,R&D Exp T12M,CAPEX T12M
DEIX US Equity,DEI HOLDINGS INC,329316992,78.5234,-31.1417,2.2641,46046000, ,-3530000
DLPX US Equity,DELPHAX TECHNOLOGIES INC,23986000,53.9189,-30.0805,2.3598,-3900000,3498000,-111999.9961
DWRE US Equity,DEMANDWARE LLC,150576992,3.3863,-13.4798,3.4088,-19166000,19151000,-4522000
DTRM US Equity,DETERMINE INC,16946000,35.3712,-35.9415,1.2451,-6412000,3467000,-217000
DTTO US Equity,DETTO TECHNOLOGIES INC,536000,73.694,-197.1609,0.2853,-1081000.0078, ,-6000
DLPM US Equity,DEVELOPMENT CAPITAL GROUP IN, , , , , , , 
DLGC US Equity,DIALOGIC INC,99748000,85.7651,-19.5624,0.81,-14877000,30323000,-977000
DGII US Equity,DIGI INTERNATIONAL INC,299952992,0,1.9577,7.0129,7547000,30327000,-2886000
DMRC US Equity,DIGIMARC CORP,58503000,0, ,9.2916,2898000,11101000,-1726000
9990824D US Equity,DIGITAL ALLY INC/NV, , , , , , , 
DGLY US Equity,DIGITAL ALLY INC/NV,13917002,18.916,-9.9996,2.3789,-1066375,3415341,-487402
DLOC US Equity,DIGITAL LOCATIONS INC, , , , , , , 
1611364D US Equity,DIGITAL RIVER INC,948934016,31.1666,-20.3959,2.7867,-208717008,70477000,-23303000
APPS US Equity,DIGITAL TURBINE INC,30515000,0.0328,-84.8336,1.2952,-14938000,5160000,-44000
DGIV US Equity,DIGITCOM INTERACTIVE VIDEO, , , , , , , 
DIGI US Equity,DIGITILITI INC, , , , , , , 
DIL NZ Equity,DILIGENT CORP,47154000,4.5192,31.2982,1.7567,13978268,2734462,-2255350
DIOD US Equity,DIODES INC,1202119936,17.2707,2.2964,3.6668,36715000,45131000,-46057000
DMHI US Equity,DMH INTERNATIONAL INC, , , , , , , 
2367468D US Equity,DOCUMENT CAPTURE TECHNOLOGIE,6708000,0,-19.4194,4.9207,-1284000,1879000,-31000
DOLNQ US Equity,DOLAN LLC,236246000,55.6822,-50.3072,0.271,-56650000, ,-6272000
DTVI US Equity,DOT VN INC, , , , , , , 
DVAR US Equity,DOVARRI INC, , , , , , , 
DROR US Equity,DROR ORTHO-DESIGN INC, , , , , , , 
DSPG US Equity,DSP GROUP INC,191348000,0, ,2.6027,-320000,35991000,-1189000
DTSI US Equity,DTS INC,237703008,12.6208,-0.4959,4.1612,-882000,31870000,-3734000
DUOT US Equity,DUOS TECHNOLOGIES GROUP INC, , , , , , , 
1794545D US Equity,DYNAMICS RESEARCH CORP,252967008,32.8632,1.676,0.8369,18005000, ,-1564000
DYSL US Equity,DYNASIL CORP OF AMERICA,26677226,38.1434,-27.2118,0.7853,-1340021,2307407, 
DYTM US Equity,DYNATEM INC,1811797,0, ,2.2794, , , 
DVOXQ US Equity,DYNAVOX INC-CLASS A,34941000,44.2975,-12.6073,0.731,-8676000,6761000,-418000
DYNE US Equity,DYNTEK INC,33439998,45.8882,-35.8989,1.3313,3613000,0,-218000
DZSIQ US Equity,DZS INC,68140000,14.6757,5.3701,2.2271,3859000,15241000,-355000
EDIG US Equity,E DIGITAL CORP,1569463,0,-56.8319,5.4847,-1300293,390820,0
EBYH US Equity,E-BUY HOME INC, , , , , , , 
EDTA US Equity,E-DATA CORPORATION, , , , , , , 
EMNC US Equity,E-MONEE.COM INC, , , , , , , 
ESYG US Equity,E-SYNERGIES INC,19345100,42.1972, ,0.4202, , , 
EOPN US Equity,E2OPEN LLC,78876000,5.1587,-19.4959,0.6237,-13860000,15956000,-188000
EGLA US Equity,EAGLE TELEPHONICS INC, , , , , , , 
EATR US Equity,EASTERN ASTERIA INC,338187,413.1371, ,0.2265, , , 
EBIXQ US Equity,EBIX INC,533360000,11.1248,11.9661,1.412,77460000,28021000,-1384000
ECDI US Equity,EC DEVELOPMENT INC,5441043,16.9391, ,0.359, , , 
ESSI US Equity,ECO SCIENCE SOLUTIONS INC, , , , , , , 
ECGS US Equity,ECO-GROWTH STRATEGIES INC, , , , , , , 
ECUI US Equity,ECUITY INC,1306810,371.133, ,0.0172, , , 
EGIL US Equity,EDGETECH INTERNATIONAL INC, , , , , , , 
EGIOQ US Equity,EDGIO INC,275542016,0.3633,-14.3699,5.3008,-40415000,21889000,-13601000
EFOT US Equity,EFOTOXPRESS INC, , , , , , , 
EGAN US Equity,EGAIN CORP,39159000,11.1418,4.6047,0.9411,2312000,8575000,-2911000
ELCO US Equity,ELCOM INTERNATIONAL INC,3054000,64.0144,-79.5003,0.5293,-2829000,423000,-129000.0005
ESYS US Equity,ELECSYS HOLDINGS LLC,21527000,12.5981,11.8129,3.2235,3858000,1807000,-601000
ETCIA US Equity,ELECTR TELE-COMMUNCTN,487542, , ,0.4207,217419,260567, 
ESIO US Equity,ELECTRO SCIENTIFIC INDS INC,308916992,0,-16.9261,5.1147,-23878000,35279000,-5981000
EOSC US Equity,ELECTRO-OPTICAL SYSTEMS CORP, , , , , , , 
ELST US Equity,ELECTRONIC SYSTEMS TECHNOLOG,2998975,0,2.1898,58.1411,85159,258781,-2159
ETSM US Equity,ELECTRONIC TRANSMISSION CORP, , , , , , , 
EFII US Equity,ELECTRONICS FOR IMAGING,1153490048,0,9.1258,1.6424,47318000,125283000,-33553000
EVAI US Equity,ELVA INTERNATIONAL INC,733054,0,-14.9347,0.3653,-199288,0,-4891
EMQU US Equity,EM QUANTUM TECHNOLOGIES INC, , , , , , , 
EMAN US Equity,EMAGIN CORPORATION,36239000,0,-9.316,5.5607,-997000,5050000,-2150000
EMBA US Equity,EMAMBA INTERNATIONAL CORP, , , , , , , 
2258717D US Equity,EMC CORP/MA,44601999360,16.0531,6.749,1.5287,3958164992,2719520064,-968700000
EMKR US Equity,EMCORE CORP,173714000,12.4953,2.9035,1.5895,220000,19972000,-7242000
ESHG US Equity,EMERGISOFT HOLDING INC, , , , , , , 
MSN US Equity,EMERSON RADIO CORP,86134000,0.0673,2.1862,8.3052,4274000,0,-133000
EMON US Equity,EMONECO INC, , , , , , , 
2231429D US Equity,EMTEC INC,60634000,46.0303,-16.989,0.7974,-89000, ,-668000
ELX US Equity,EMULEX CORP,705900992,0,-1.3721,3.6147,-10877000,170387000,-17752000
ENTS US Equity,ENABLETS INC,3471,34459.7266,-9808.5391,0,-3069780, ,0
EDXC US Equity,ENDEXX CORP,119300,191.1148, ,0.0267, , , 
EGL US Equity,ENGILITY HOLDINGS INC,959267008,23.9766,8.0057,1.8067,116493000, ,-2463000
ELLG US Equity,ENGLISH LANGUAGE LEARNING AN,2899000,3.7599,-7.138,2.1557,-303009, ,-21000.0003
ENHT US Equity,ENHERENT CORP,4575088,73.8784,-22.1934,0.2675,143896, ,-80642
EBWK US Equity,ENIGMA-BULWARK LTD, , , , , , , 
ENTG US Equity,ENTEGRIS INC,847659008,0,7.933,6.3316,84485000,52458000,-59843000
ATMI US Equity,ENTEGRIS PROFESSIONAL SOLUTI,591852032,0,6.7467,5.6589,49628000,53649000,-45659000
ECNI US Equity,ENTERCONNECT INC, , , , , , , 
EINF US Equity,ENTERPRISE INFORMATICS INC,2514000,30.5489,36.3537,0.2766,1278000,1327000,-89000
ETER US Equity,ENTERRA CORP,85,0, ,0.0019, , , 
1553838D US Equity,ENTROPIC COMMUNICATIONS INC,314134016,0,-15.8935,5.3116,-27033000,114053000,-10667000
ENV US Equity,ENVESTNET INC,208500992,0,1.5338,1.4085,5799000, ,-5041000
1863976D US Equity,ENVIVIO INC,68636000,0,-20.5242,3.4874,-14851000,8396000,-1938000
EXNT US Equity,ENXNET INC,44862,2204.8013,-300.4614,0.0044,-156683,0,0
EPAZ US Equity,EPAZZ INC, , , , , , , 
EPXY US Equity,EPOXY INC, , , , , , , 
ERFB US Equity,ERF WIRELESS INC, , , , , , , 
ERMS US Equity,EROOM SYSTEM TECHNOLOGIES,2582679,0,-9.4889,35.3111,-276209,127628, 
ESCH LN Equity,ESCHER GROUP HOLDINGS PLC,51350000,18.4966,6.0844,1.1911,5254000, ,-1032000
ESPN US Equity,ESPION INTERNATIONAL INC, , , , , , , 
2222213D US Equity,EV CHARGING USA INC, , , , , , , 
ESCC US Equity,EVANS & SUTHERLAND COMPUTER,25471000,20.9807,-3.5364,1.4783,-282000,2542000,-56000
EVTI US Equity,EVENTURE INTERACTIVE INC, , , , , , , 
EWRC US Equity,EWORLD COS INC, , , , , , , 
EXA US Equity,EXA CORP,59814000,6.5202,-1.9,1.7832,-154000,17541000,-745000
EXAR US Equity,EXAR CORP,312032000,1.1928,3.5857,5.7383,887000,24491000,-1028000
EXLS US Equity,EXLSERVICE HOLDINGS INC,446768000,0.5958,10.2967,3.5417, , ,-13531000
EXBX US Equity,EXOBOX TECHNOLOGIES CORP,2633,15001.8994,-2197.374,0.0008,-2830155,108367, 
2157768D US Equity,EXONE CO/THE,162696992,2.0769,-2.4783,13.7558,-288000,4169000,-9822000
EXTR US Equity,EXTREME NETWORKS INC,318969984,0,-1.0764,2.5288,-2347000,39892000,-20983000
AXCG US Equity,EYES ON THE GO INC,60439,248.343,-1420.656,0.0236,-672991, ,0
EZEN US Equity,EZENIA! INC,2054000,0,-72.5026,0.4857,-3198000,1254000,-19000
FFIV US Equity,F5 INC,2230554112,0,13.3911,1.4807,430818000,209614000,-26583000
FAKC US Equity,FACEKEY CORP, , , , , , , 
FCS US Equity,FAIRCHILD SEMICONDUCTOR INTE,1809200000,11.0601,-0.5086,4.1609,16800000,169300000,-88700000
FALC US Equity,FALCONSTOR SOFTWARE INC,53462136,0,-26.1446,1.2873,-14257610,17210655,-1464107
FFZY US Equity,FANSFRENZY CORP, , , , , , , 
FMHS US Equity,FARMHOUSE INC, , , , , , , 
FCGN US Equity,FCG INC, , , , , , , 
FBCE US Equity,FIBERCORE INC, , , , , , , 
FNSR US Equity,FINISAR CORPORATION,1145383936,3.9039,5.2914,3.2775,56800000,169484000,-114940000
FNJN US Equity,FINJAN HOLDINGS INC,30351000,0,221.9759,29.8112,-3141590, , 
AIFF US Equity,FIREFLY NEUROSCIENCE INC,5812688,0,-1.1261,1.5366,-59743, ,-48386
FLEX US Equity,FLEX LTD,12004485120,17.1364,1.5133,1.2122,223092992, ,-545970992
FLXI US Equity,FLEXIINTERNATIONAL SOFTWARE,2939000,27.05,18.8691,0.7213,496000,1411000,-49000.0005
FLIR US Equity,FLIR SYSTEMS INC,2325875968,16.8179,10.0871,5.0812,303017000,143359000,-55898000
FCGY US Equity,FORECASTAGILITY CORPORATION,1073567,159.2447,-112.5158,0.3157,-2121529,1240000, 
FRXX US Equity,FORECROSS CORPORATION,971747,60.6605,-40.7035,0.3105,-350501,661615,-9082
FORA US Equity,FORIAN INC, , , , , , , 
FRMC US Equity,FORMCAP CORP, , , , , , , 
CSCD US Equity,FORMFACTOR BEAVERTON INC,88957000,0,7.2694,5.5688,7413000,10922000,-1687000
FORM US Equity,FORMFACTOR INC,372940000,0.1073,-10.4084,4.5837,-64894000,41920000,-9193000
FTNT US Equity,FORTINET INC,1128141952,0,5.2673,1.9219,82487000,95438000,-8529000
FSL US Equity,FREESCALE SEMICONDUCTOR LTD,3819000064,186.6457,-3.4975,1.8056,442000000,746000000,-145000000
FRLI US Equity,FRELII INC,0, , ,0,-166336, ,0
FEIM US Equity,FREQUENCY ELECTRONICS INC,114008000,8.859,3.1541,12.3433,3807000,6335000,-4424000
FDBL US Equity,FRIENDABLE INC, , , , , , , 
FSON US Equity,FSONA SYSTEMS CORP,728730,262.9496,-109.7849,0.2316,-1292916,652160,-2939
FTNW US Equity,FTE NETWORKS INC,7320000,54.7678,-71.7238,0.426,-5103000,0,-138000
FLNA US Equity,FUELNATION INC,179171,440.9196, ,0.0214, , , 
1806144D US Equity,FUSION NETWORKS HOLDINGS INC,29163218,13.7159,-97.5756,2.5052,-10621757,0,-1201000
FIO US Equity,FUSION-IO LLC,588196992,0,-11.8726,5.1146,-73169000,103358000,-12546000
FUUN US Equity,FUTURENET INC, , , , , , , 
GMES US Equity,GAMMA ELECTRONIC SYSTEMS, , , , , , , 
GAMZ US Equity,GAMZIO MOBILE INC,355107,498.0927,-608.3001,0.0013,-986437, , 
IT US Equity,GARTNER INC,1628397952,12.5891,11.598,0.8957,266396000,0,-41309000
GTCH US Equity,GBT TECHNOLOGIES INC,441222,174.972,-86.192,0.4994,-367016, ,0
GOSY US Equity,GECKOSYSTEMS INTERNATIONAL, , , , , , , 
GOCH US Equity,GEEKS ON CALL HOLDINGS INC,1905987,63.0791, ,0.2815, , , 
GNMN US Equity,GENEMEN INC, , , , , , , 
GNRD US Equity,GENERAL DATACOMM INDUSTRIES,5443000,490.5567,-80.7086,0.054,-1591000,1734000,-12000.0001
GETK US Equity,GENIUS TECHNOLOGIES INC, , , , , , , 
GSPH US Equity,GEOSPATIAL CORP,10738721,18.7766,-125.5725,0.2648,-8583275, ,-740924
GETE US Equity,GEOTEL INC, , , , , , , 
GGBMQ US Equity,GIGABEAM CORP,9412212,20.5354,-109.3251,0.7982,-14285728, ,-147852
GIMO US Equity,GIGAMON INC,167140000,0, ,2.7883,-27881000,37132000, 
1556442D US Equity,GIGPEAK INC,44528000,13.4747,-5.8248,1.965,-2630000,13690000,-1449000
GDSI US Equity,GLOBAL DIGITAL SOLUTIONS INC, , , , , , , 
GLBN US Equity,GLOBAL INNOVATION CORP,27395044,45.885,-1.3665,1.2845,1162380, , 
GPTX US Equity,GLOBAL PAYMENT TECH INC,5857000,7.5124,-54.8849,1.2757,-4006000, ,-66000.0001
GLPT US Equity,GLOBAL PROFIT TECHNOLOGIES I, , , , , , , 
GUHI US Equity,GLOBAL UNICORN HOLDINGS INC, , , , , , , 
ISDN US Equity,GLOBALNET SYSTEMS LTD, , , , , , , 
GSB US Equity,GLOBALSCAPE INC,33017000,14.3108,13.0107,1.14,4712000,3523000,-68000
GGSM US Equity,GOLD AND GEMSTONE MINING INC,1020,28031.8633,-4761.4375,0.0021,-291841,0,0
GMGI US Equity,GOLDEN MATRIX GROUP INC, , , , , , , 
ZWBC US Equity,GOLDKEY CORP, , , , , , , 
GMER US Equity,GOOD GAMING INC,16145,24.6826,-4655.979,0.013,-631020, ,0
LOGM US Equity,GOTO GROUP INC,276562816,0,-1.8628,2.2161,-3528563,28658980,-10749099
GPMIJ US Equity,GRAY PUBLISHING & MEDIA, , , , , , , 
GRMS US Equity,GREEN ENERGY MANAGEMENT SERV,448300,188.2262,-186.9068,0.1044,-826952, ,0
GSTY US Equity,GREEN ST ENERGY INC,16628742,79.0164,-28.8091,0.0057, , , 
INKW US Equity,GREENE CONCEPTS INC, , , , , , , 
2292265D US Equity,GREENLEAF TECHNOLOGIES CORP, , , , , , , 
GSTN US Equity,GREYSTONE DIGITAL TECHNOLOGY,2000.0001,104250,-1712.4164,0,-2198000,89000,0
GRWC US Equity,GROW CAPITAL INC,71698,732.0985,240.3092,0.0729,-1175132,90404,-3153
GSDT US Equity,GSDT FINTECH GROUP INC, , , , , , , 
GVP US Equity,GSE SYSTEMS INC,48851000,0,-19.4874,2.521,-10313000, ,-434000
GSIT US Equity,GSI TECHNOLOGY INC,148634000,0,1.2011,9.947,734000,11710000,-376000
GHGH US Equity,GUANHUA CORP, , , , , , , 
GWRE US Equity,GUIDEWIRE SOFTWARE INC,693048000,0,1.2594,8.7662,-1233000,70332000,-20373000
GTMM US Equity,GUITAMMER CO/THE,903752,194.4841, ,0.2858, , , 
SORT US Equity,GUNTHER INTERNATIONAL LTD, , , , , , , 
HDIH US Equity,H-D INTERNATIONAL HOLDING GR, , , , , , , 
HAUP US Equity,HAUPPAUGE DIGITAL INC,16981510,0,-19.441,0.8421,-1823563,3098226,-30482
HYDN US Equity,HAYDEN HALL INC,1643000,0,-177.7413,0.0739,-4848000,2241000,-47000.0001
EMOR US Equity,HEALIXA INC, , , , , , , 
HGAT US Equity,HEALTHGATE DATA CORP,3298153,0,-20.702,0.7718,-1147317.0078,1916097,-27518
HTSF US Equity,HEARTSOFT INC,1392183,97.9594,-163.5655,0.1258,-2024000, , 
HLIX US Equity,HELIX TECHNOLOGIES INC,4260901,102.5301,-79.7442,0.3529,-3211505,0,-445196
HLPN US Equity,HELPEO INC, , , , , , , 
HSTI US Equity,HIGH SIERRA TECHNOLOGIES INC,109,124278.8984,-21925.0859,0.0004, , , 
HIPPQ US Equity,HIPCRICKET INC,69363584,2.4067,-94.0358,0.7495,-20128649,8999959,0
HITT US Equity,HITTITE MICROWAVE CORP,642281984,0,12.0474,25.23,110642000,50390000,-12941000
HPNN US Equity,HOP-ON INC, , , , , , , 
HPTO US Equity,HOPTO INC,5369000,0,-78.9826,1.1436,-4068500,4437700,-595600
HITD US Equity,HOUSTON INTERWEB DESIGN INC,31500,257.1429,-333.3541,0.018,-330800, ,-10000
KICK US Equity,HPN HOLDINGS INC,1912000,0,-66.9295,3.6375,-647000, ,-250000.0001
HUBV US Equity,HUBB VENTURES INC, , , , , , , 
HMNU US Equity,HUMAN UNITEC INTERNATIONAL, , , , , , , 
HMBL US Equity,HUMBL INC, , , , , , , 
HPTG US Equity,HYDROPHI TECHNOLOGIES GROUP,3444,486.3531,-775.9601,0.1599,-16365, ,0
HYPR BH Equity,HYPER SECURE LTD, , , , , , , 
HYUR US Equity,HYPERSECUR CORPORATION, , , , , , , 
IWMG US Equity,I-WELLNESS MARKETING GROUP I,751648,99.7807, ,0.0031, , , 
IMIT US Equity,I.M.T. INC, , , , , , , 
IOMG US Equity,I/OMAGIC CORPORATION,916749,0,-100.0648,1.4871,-1633960, ,-2140
IBIN US Equity,IBSG INTERNATIONAL INC,45395956,0,10.8389,3.6281,7044736.125, ,-432265
ICFI US Equity,ICF INTERNATIONAL INC,712278976,8.9942,5.7785,1.6821,66524000, ,-13239000
ICOA US Equity,ICOA INC, , , , , , , 
IDSY US Equity,ID SYSTEMS INC, , , , , , , 
IDTK US Equity,ID TECHNOLOGIES CORP, , , , , , , 
INVE US Equity,IDENTIV INC,85098000,6.8204,-33.9438,0.9143,-32628000,7963000,-2536000
IDIBQ US Equity,IDI GLOBAL INC,127204,1529.4542, ,0.0296, , , 
IEC US Equity,IEC ELECTRONICS CORP,88935000,41.383,-10.7785,2.3888,-13296000,0,-5103000
IEXA US Equity,IEXALT INC,3466300,40.4552,-134.8465,0.1529,-4364400, , 
IFAN US Equity,IFAN FINANCIAL INC, , , , , , , 
IFSH US Equity,IFS INTERNATIONAL HOLDINGS,4344000,49.2173,-71.665,0.1603, ,1602000, 
IGTE US Equity,IGATE CORP,1600653952,56.1958,7.3604,2.2842,225306000, ,-42109000
IGNI US Equity,IGENII INC, , , , , , , 
IGOI US Equity,IGO INC,14775000,0,-61.3636,5.7724,-11328000,1601000,-13000
ANAD US Equity,II-VI OPTOELECTRONIC DEVICES,110523000,0,-47.6237,3.1911,-61946000,39409000,-5588000
IJJP US Equity,IJJ CORP, , , , , , , 
IKAN US Equity,IKANOS COMMUNICATIONS INC,56561000,22.8161,-38.5003,1.7341,-24963000,52692000,-3961000
IMGX US Equity,IMAGE METRICS INC, , , , , , , 
IMTL US Equity,IMAGE PROTECT INC,469862,123.339,-16.2842,0.8975,-93700,368483,0
ISNS US Equity,IMAGE SENSING SYSTEMS INC, , , , , , , 
IMCX US Equity,IMAGEMATRIX CORP,1582000,0,-158.7705,0.5353,-5238000, ,-56000.0007
IMAG US Equity,IMAGEMAX INC,21666000,63.9989,-45.7714,0.4559,-133000,0,-736000.0156
IWSY US Equity,IMAGEWARE SYSTEMS INC,8577000,0.7578,-83.6488,1.0098,-5112000,3749000,-125000
IMGI US Equity,IMAGINON INC,327000,211.9266,-404.0222,0.0582,-3848000,999000,-76000.0002
IMJN US Equity,IMERJN INC, , , , , , , 
IMKI US Equity,IMMEDIATEK INC,3168532,0,-15.2096,0.7066,-1146394,913667,-297692
IMMR US Equity,IMMERSION CORPORATION,84132000,0,3.899,3.9903,4267000,9891000,-243000
IMTC US Equity,IMOGO MOBILE TECHNOLOGIES CO, , , , , , , 
IMPV US Equity,IMPERVA INC,160298000,0,-10.9427,2.7342,-16310000,25212000,-3325000
IMDC US Equity,IN MEDIA CORP, , , , , , , 
ICNSQ US Equity,INCENTRA SOLUTIONS INC,129819000,0,2.5994,1.2451,5080000,11590000,-1653918
SAAS US Equity,INCONTACT INC,105524000,5.7068,-6.2464,3.149,-5720000,11568000,-4153000
IPUB US Equity,INDIEPUB ENTERTAINMENT INC,1944000,198.714,-80.9143,0.5203,-9321000,357000,-5000
INIM US Equity,INDUSTRIAL IMAGING CORP, , , , , , , 
NFRX US Equity,INFERX CORP,150665,685.7439,-1768.536,0.0144,-3292086,6073,0
IRF US Equity,INFINEON TECHNOLOGIES AMERIC,1497464960,0,-3.4394,4.3332,-38178000,125817000,-62537000
INFN US Equity,INFINERA CORP,670833024,16.0025,-6.4904,4.6024,-32618000,120595000,-16762000
INFG US Equity,INFINITE GRAPHICS INC,5268714,41.7796,-7.2843,0.9802,-820069, , 
IMCI US Equity,INFINITE GROUP INC,772573,287.7496,11.9534,0.3978,410036,0,-21941
ALSO US Equity,INFINITY AUGMENTED REALITY I, , , , , , , 
BLOX US Equity,INFOBLOX INC,340796992,0,-1.5326,2.8204,-2955000,44442000,-17099000
INOW US Equity,INFONOW CORPORATION,5526000,0,-28.1085,1.7927,-1735000,776999.9922,-140000
1923955D US Equity,INFORMATICA LLC,1594166016,0,5.0109,2.1948,120544000,161404000,-20070000
IACH US Equity,INFORMATION ARCHITECTS CORP,9718,205.8037,-33967.7305,0.0118,-1658984,0,0
IFXY US Equity,INFRAX SYSTEMS INC, , , , , , , 
IM US Equity,INGRAM MICRO INC-CL A,10481679360,8.4964,3.0467,1.6102,510150016, ,-94117000
INWK US Equity,INNERWORKINGS INC,613178240,14.9223,6.0783,1.424,15088480, ,-13052382
MPEG US Equity,INNOVACOM INC, , , , , , , 
INVC US Equity,INNOVATIVE CARD TECHNOLOGIES,364107,1419.3171,213.3242,0.0466,-1462218,197958,0
IIDG US Equity,INNOVATIVE IMPACT DESIGN INC, , , , , , , 
IPHI US Equity,INPHI CORP,175232000,0,-15.8333,10.3643,-14047000,48419000,-14213000
INRD US Equity,INRAD OPTICS INC,10346477,32.9347,-15.1615,6.2711,-1154964, ,-473053
NSIT US Equity,INSIGHT ENTERPRISES INC,1619696000,5.4775,4.4453,1.6952,121874000, ,-21843000
ITCC US Equity,INSPRO TECHNOLOGIES CORP,6523145,10.4655,-29.6203,1.5899,-2308551,0,-781414
ISTC US Equity,INSTRUCTIVISION INC, , , , , , , 
1842389D US Equity,INTACTA TECHNOLOGIES INC, , , , , , , 
IBSS US Equity,INTEGRATED BUSINESS SYSTEMS,483733,1027.9384,-200.9557,0.0692,-1021733,428319,-23287
IGPK US Equity,INTEGRATED CANNABIS SOLUTION, , , , , , , 
2314485D US Equity,INTEGRATED DATA CORP,22485000,13.3422, ,22.3371, , , 
IFCR US Equity,INTEGRATED FREIGHT CORP,8791942,193.7897,-172.7119,0.2304,-3578755,0,-1613368
IISX US Equity,INTEGRATED INFORMATION SYS,8402000,69.6977,-56.3669,0.3047,-5778000, , 
3638 TT Equity,INTEGRATED MEMORY LOGIC LTD,4714606080,0,15.1079,7.7594,664465008,380170016,-14530000
ISVG US Equity,INTEGRATED SERVICES GROUP IN, , , , , , , 
ISSI US Equity,INTEGRATED SILICON SOLUTION,361868992,1.3068,5.1692,4.1462,16658000,40839000,-23191000
INTC US Equity,INTEL CORP,90551001088,14.9165,11.4709,2.2595,11897000192,10414000128,-10267000064
IDN US Equity,INTELLICHECK INC,19113888,0,-18.1721,0.8577,-3779592,2082471,-186385
4971 TT Equity,INTELLIEPI INC,825142976,0, ,11.0757, , , 
IHSI US Equity,INTELLIGENT HIGHWAY SOLUTION,87013,607.4357, ,0.0237, , , 
ILIV US Equity,INTELLIGENT LIVING INC,1630604,76.1267,718.926,0.2266,-655229, ,-715339
ITLI US Equity,INTELLIGENTIAS INC,7513515,43.9209,-61.1017,0.26,-10019079, ,-277968
INLX US Equity,INTELLINETICS INC, , , , , , , 
ICPC US Equity,INTER-CON/PC INC, , , , , , , 
ITVI US Equity,INTERACT-TV INC, , , , , , , 
ININ US Equity,INTERACTIVE INTELLIGENCE GRO,319744992,0,2.8962,1.6932,11468000,50426000,-33627000
ICCO US Equity,INTERCARE DX INC, , , , , , , 
IDCC US Equity,INTERDIGITAL INC,1129585024,18.293,3.4884,6.9484,65608000,62216000,-4374000
LINK US Equity,INTERLINK ELECTRONICS INC,4137000,0,3.3232,5.8597,-73000,968000,-40000
IMI US Equity,INTERMOLECULAR INC,127792000,19.563,-3.1351,2.1779,-2994000,23564000,-11854000
ICRD US Equity,INTERNATIONAL CARD ESTABLISH,1349678,16.0898,-12.9787,0.2475,-320679,0,-44629
INPHQ US Equity,INTERPHASE CORP,15119000,23.1497,-22.2237,3.3374,-2848000,3123000,-33000
ISPD US Equity,INTERSPEED INC,12891000,0,-105.4448,1.3131,-20992000,12742000,-1657000
ITEC US Equity,INTERTECH SOLUTIONS INC, , , , , , , 
ITWR US Equity,INTERWORLD CORP,22040000,0,-158.8497,1.1207,-60357000,25616000,-2579999.9688
INTT US Equity,INTEST CORP,35498000,0,7.4777,5.6926,3037000,3862000,-405000
IAUS US Equity,INTL AUTOMATED SYSTEMS,1028327,8.4036,-109.602,0.0018,-1155746,415407,-1248
IDIG US Equity,INTL DIGITAL HOLDING INC, , , , , , , 
IL US Equity,INTRALINKS HOLDINGS INC,491342016,15.3622,-2.6387,0.9307,-12824000,20255000,-26056000
IORG US Equity,INTREORG SYSTEMS INC, , , , , , , 
INTZ US Equity,INTRUSION INC,2575000,6.3689,13.9975,0.6388,409000,2207000,-60000
INTU US Equity,INTUIT INC,4068000000,12.2665,20.2289,1.6912,1203000064,714000000,-172000000
2513109D US Equity,INVENSENSE INC,325247008,0,19.5938,9.3001,57150000,30999000,-12633000
INVB US Equity,INVENTABIOTECH INC, , , , , , , 
IZON US Equity,INZON CORP,562411,64.9132, ,0.004, , , 
IPAS US Equity,IPASS INC,56185000,0,-15.5617,2.2375,-8236000,13485000,-2122000
IPGP US Equity,IPG PHOTONICS CORP,1009795968,1.4406,16.3223,7.0809,216553000,40052000,-64802000
IRNC US Equity,IRONCLAD ENCRYPTION CORP, , , , , , , 
ISYI US Equity,ISI TECHNOLOGY CORP, , , , , , , 
ISGN US Equity,ISIGN SOLUTIONS INC,2053000,36.5319,-155.9844,0.3057,-4055000,2119000,-13000
IXYS US Equity,IXYS CORPORATION,384411008,6.6887,1.2786,3.4028,12838000,29761000,-8341000
IZNN US Equity,IZON NETWORK INC, , , , , , , 
JBL US Equity,JABIL INC,9029401600,19.8801,4.4561,1.1986,513824992,30259000,-773365000
SQI US Equity,JAGGAER LLC,165846000,0,-4.0748,0.6419,-6222000,26808000,-1956000
JGPK US Equity,JAGGED PEAK INC,12607900,28.0681,6.1235,0.8863,1483900, ,-670500
JCDS US Equity,JC DATA SOLUTIONS INC, , , , , , , 
2299928D US Equity,JIVE SOFTWARE INC,268603008,3.3507,-25.8923,1.3519,-69592000,53246000,-10048000
2445545D US Equity,JUNIPER GROUP INC,772760,617.7798,-1789.4341,0.0065,-1909947, ,-49660
JNPR US Equity,JUNIPER NETWORKS INC,10197699584,9.7993,3.8069,2.6277,501400000,1059600000,-274947000
IDGR US Equity,JZZ TECHNOLOGIES INC, , , , , , , 
KBR US Equity,KBR INC,5420000256,1.6421,4.1659,1.8243,491000000, ,-79000000
KTCC US Equity,KEY TRONIC CORP,136308000,0.2839,7.4346,2.7836,14890000,5251000,-3865000
KEYW US Equity,KEYW HOLDING CORP/THE,452927008,18.7116,-2.5738,1.1655,-7444000, ,-12958000
